A Number,B Number,Date Time,Duration (sec),Call Type,Tower ID,IMEI,IMSI,Operator Name,Lat,Lng
+91700001883,+91990003043,2025-09-14 14:02:15,276,IN,JIO-LDH-001,354809100000014,404000000016838,JIO,30.8890,75.8210
+91980000676,+91990001551,2025-09-14 12:39:30,114,IN,JIO-PTK-001,354809100000336,404000000381112,JIO,31.3260,75.5760
+91980001661,+91980000676,2025-09-14 04:50:25,107,IN,JIO-PHR-001,354809100000343,404000000389031,JIO,31.0150,75.3480
+91980003026,+91800009044,2025-09-14 15:52:51,28,IN,BSNL-HSP-001,354809100000364,404000000412788,Airtel,31.1050,75.7040
+91850008066,+91700006750,2025-09-14 13:41:32,113,OUT,Airtel-AMB-001,354809100000294,404000000333598,BSNL,30.5200,76.6600
+91700003938,+91700003938,2025-09-14 20:06:54,49,OUT,JIO-CHD-005,354809100000035,404000000040595,JIO,30.7050,76.7450
+91990002040,+91700000306,2025-09-14 04:55:53,35,IN,JIO-PHR-001,354809100000462,404000000523654,JIO,31.0150,75.3480
+91980006818,+91800006689,2025-09-14 12:24:32,230,OUT,JIO-CHD-001,354809100000399,404000000452383,JIO,30.7333,76.7794
+91700003099,+91800003431,2025-09-14 07:52:58,24,OUT,JIO-CHD-006,354809100000021,404000000024757,JIO,30.6940,76.7270
+91990001551,+91700003130,2025-09-14 19:08:51,92,OUT,JIO-CHD-005,354809100000455,404000000515735,Airtel,30.7050,76.7450
+91990008835,+91980000676,2025-09-14 12:14:56,1560,OUT,JIO-PTK-001,354809100000532,404000000602844,JIO,31.3260,75.5760
+91700005350,+91990001551,2025-09-14 05:56:18,301,SMS,JIO-LDH-001,354809100000049,404000000056433,JIO,30.8890,75.8210
+91990002040,+91850008729,2025-09-14 20:48:41,36,OUT,JIO-CHD-002,354809100000462,404000000523654,JIO,30.7420,76.7880
+91700006750,+91980002950,2025-09-14 12:28:20,35,IN,Airtel-AMB-001,354809100000056,404000000064352,BSNL,30.5200,76.6600
+91700010526,+91800003986,2025-09-14 22:12:53,105,IN,Airtel-LDH-001,354809100000098,404000000111866,JIO,30.9120,75.8530
+91990008835,+91700000306,2025-09-14 04:34:09,45,OUT,BSNL-HSP-001,354809100000532,404000000602844,JIO,31.1050,75.7040
+91850006926,+91850009504,2025-09-14 14:31:55,515,IN,JIO-CHD-004,354809100000287,404000000325679,JIO,30.7190,76.7620
+91850004460,+91990010724,2025-09-14 16:48:46,34,OUT,JIO-PHR-001,354809100000259,404000000294003,JIO,31.0150,75.3480
+91990003057,+91980005802,2025-09-14 02:39:57,1510,IN,JIO-CHD-001,354809100000476,404000000539492,Airtel,30.7333,76.7794
+91850006068,+91990008835,2025-09-14 23:46:15,39,OUT,JIO-PHR-001,354809100000273,404000000309841,JIO,31.0150,75.3480
+91700008195,+91700000306,2025-09-14 07:18:08,233,OUT,JIO-CHD-002,354809100000077,404000000088109,BSNL,30.7420,76.7880
+91800005262,+91700003099,2025-09-14 05:49:48,13,SMS,JIO-CHD-006,354809100000161,404000000183137,JIO,30.6940,76.7270
+91980002950,+91990007475,2025-09-14 14:57:42,384,IN,Airtel-AMB-001,354809100000357,404000000404869,Airtel,30.5200,76.6600
+91980004311,+91980010398,2025-09-14 07:59:20,1173,OUT,Airtel-LDH-002,354809100000371,404000000420707,Airtel,30.9250,75.8640
+91800006894,+91980007176,2025-09-14 07:07:02,438,IN,Airtel-LDH-001,354809104519999,404000000198975,JIO,30.9120,75.8530
+91980007956,+91850006926,2025-09-14 18:54:08,51,OUT,JIO-CHD-002,354809100000413,404000000468221,JIO,30.7420,76.7880
+91990003043,+91700003130,2025-09-14 16:41:58,27,IN,JIO-PTK-001,354809100000469,404000000531573,JIO,31.3260,75.5760
+91700003099,+91800010977,2025-09-15 00:11:54,85,OUT,JIO-LDH-001,354809100000021,404000000024757,JIO,30.8890,75.8210
+91850004460,+91700001246,2025-09-14 06:09:53,532,IN,VI-PTA-001,354809100000259,404000000294003,JIO,30.3750,76.7820
+91980007956,+91700007836,2025-09-14 11:59:33,69,IN,JIO-CHD-006,354809100000413,404000000468221,JIO,30.6940,76.7270
+91800009709,+91990002040,2025-09-15 00:53:16,27,SMS,BSNL-JAL-001,354809100000203,404000000230651,BSNL,30.9530,75.5730
+91800004861,+91850003325,2025-09-14 05:30:01,53,IN,JIO-LDH-001,354809100000154,404000000175218,BSNL,30.8890,75.8210
+91980007956,+91850002678,2025-09-14 21:36:38,1973,OUT,JIO-CHD-001,354809100000413,404000000468221,JIO,30.7333,76.7794
+91850008066,+91800010977,2025-09-14 10:19:43,438,SMS,VI-PTA-001,354809100000294,404000000333598,BSNL,30.3750,76.7820
+91980001895,+91990010724,2025-09-14 06:25:29,116,IN,Airtel-LDH-002,354809100000350,404000000396950,JIO,30.9250,75.8640
+91990009579,+91800005262,2025-09-14 06:15:35,69,OUT,JIO-PHR-001,354809100000539,404000000610763,Airtel,31.0150,75.3480
+91800010977,+91980000676,2025-09-14 22:06:35,143,OUT,JIO-CHD-001,354809100000217,404000000246489,Airtel,30.7333,76.7794
+91850006289,+91990003057,2025-09-14 22:32:36,28,SMS,JIO-CHD-001,354809100000280,404000000317760,BSNL,30.7333,76.7794
+91850008729,+91700005168,2025-09-14 22:00:58,129,SMS,JIO-PTK-001,354809100000301,404000000341517,Airtel,31.3260,75.5760
+91850002678,+91990003043,2025-09-14 11:44:26,68,IN,Airtel-AMB-001,354809100000245,404000000278165,Airtel,30.5200,76.6600
+91800000604,+91980005647,2025-09-14 22:44:45,1696,IN,Airtel-AMB-001,354809100000112,404000000127704,VI,30.5200,76.6600
+91980001661,+91850006068,2025-09-14 23:29:32,66,OUT,JIO-CHD-006,354809100000343,404000000389031,JIO,30.6940,76.7270
+91990003057,+91980009677,2025-09-14 07:26:24,84,OUT,VI-PTA-001,354809100000476,404000000539492,Airtel,30.3750,76.7820
+91850001457,+91700008195,2025-09-14 22:13:33,100,IN,JIO-CHD-004,354809100000231,404000000262327,JIO,30.7190,76.7620
+91700001883,+91800006894,2025-09-14 12:35:31,51,IN,BSNL-JAL-001,354809100000014,404000000016838,JIO,30.9530,75.5730
+91980002950,+91800010849,2025-09-14 07:52:33,77,IN,JIO-CHD-006,354809100000357,404000000404869,Airtel,30.6940,76.7270
+91800006894,+91700001883,2025-09-15 01:38:42,364,IN,JIO-CHD-001,354809104519999,404000000198975,JIO,30.7333,76.7794
+91850009946,+91700003099,2025-09-15 01:41:07,117,IN,JIO-CHD-004,354809100000315,404000000357355,JIO,30.7190,76.7620
+91850005482,+91990005690,2025-09-14 12:10:52,65,SMS,JIO-LDH-001,354809100000266,404000000301922,Airtel,30.8890,75.8210
+91980000676,+91850008066,2025-09-14 05:58:42,647,OUT,JIO-CHD-001,354809100000336,404000000381112,JIO,30.7333,76.7794
+91990005106,+91980003026,2025-09-15 01:44:25,78,OUT,JIO-PHR-001,354809100000490,404000000555330,JIO,31.0150,75.3480
+91850009946,+91700000306,2025-09-14 11:59:38,75,IN,BSNL-JAL-001,354809100000315,404000000357355,JIO,30.9530,75.5730
+91800010977,+91700003099,2025-09-15 00:44:34,1596,IN,JIO-CHD-MEET,354809100000217,404000000246489,Airtel,30.7380,76.7830
+91700008195,+91980010429,2025-09-14 19:11:19,1428,OUT,JIO-CHD-006,354809100000077,404000000088109,BSNL,30.6940,76.7270
+91850008066,+91850008729,2025-09-14 19:13:33,100,SMS,BSNL-JAL-001,354809100000294,404000000333598,BSNL,30.9530,75.5730
+91990010688,+91980007176,2025-09-14 14:37:01,95,OUT,JIO-CHD-001,354809100000546,404000000618682,JIO,30.7333,76.7794
+91800002085,+91980004860,2025-09-14 11:18:57,4,SMS,BSNL-JAL-001,354809100000119,404000000135623,JIO,30.9530,75.5730
+91990003057,+91800000604,2025-09-14 23:23:52,81,IN,JIO-CHD-001,354809100000476,404000000539492,Airtel,30.7333,76.7794
+91990007475,+91700009927,2025-09-14 05:03:40,85,IN,JIO-PTK-001,354809100000518,404000000587006,Airtel,31.3260,75.5760
+91850008066,+91990008835,2025-09-14 15:07:06,29,IN,BSNL-HSP-001,354809100000294,404000000333598,BSNL,31.1050,75.7040
+91980000676,+91850009504,2025-09-14 10:02:14,67,IN,JIO-CHD-006,354809100000336,404000000381112,JIO,30.6940,76.7270
+91850006068,+91980001895,2025-09-14 13:48:40,95,SMS,JIO-CHD-006,354809100000273,404000000309841,JIO,30.6940,76.7270
+91980000676,+91980010398,2025-09-14 21:36:15,46,SMS,JIO-CHD-MEET,354809100000336,404000000381112,JIO,30.7380,76.7830
+91700008714,+91980007176,2025-09-14 11:41:40,45,OUT,JIO-CHD-004,354809100000084,404000000096028,JIO,30.7190,76.7620
+91850005482,+91990008369,2025-09-14 04:36:41,584,SMS,JIO-CHD-005,354809100000266,404000000301922,Airtel,30.7050,76.7450
+91700010834,+91800006689,2025-09-14 06:00:59,748,SMS,VI-PTA-001,354809104519999,404000000119785,JIO,30.3750,76.7820
+91990010724,+91850008066,2025-09-14 23:04:34,22,OUT,Airtel-AMB-001,354809100000553,404000000626601,Airtel,30.5200,76.6600
+91990000801,+91800005262,2025-09-14 05:29:37,76,OUT,JIO-CHD-001,354809100000448,404000000507816,JIO,30.7333,76.7794
+91800000604,+91990005690,2025-09-14 19:11:41,523,IN,JIO-CHD-006,354809100000112,404000000127704,VI,30.6940,76.7270
+91800006689,+91850009504,2025-09-14 21:50:31,59,SMS,Airtel-AMB-001,354809100000168,404000000191056,JIO,30.5200,76.6600
+91800010977,+91850011508,2025-09-14 03:30:28,85,IN,JIO-CHD-004,354809100000217,404000000246489,Airtel,30.7190,76.7620
+91700010526,+91700005350,2025-09-14 06:49:27,44,OUT,JIO-CHD-006,354809100000098,404000000111866,JIO,30.6940,76.7270
+91850001457,+91980000676,2025-09-15 00:03:46,553,IN,JIO-CHD-001,354809100000231,404000000262327,JIO,30.7333,76.7794
+91850009504,+91850009946,2025-09-14 08:02:48,23,IN,Airtel-AMB-001,354809100000308,404000000349436,VI,30.5200,76.6600
+91800000604,+91850011508,2025-09-14 20:56:27,0,IN,Airtel-LDH-001,354809100000112,404000000127704,VI,30.9120,75.8530
+91990008835,+91700003938,2025-09-14 04:15:31,55,OUT,JIO-CHD-MEET,354809100000532,404000000602844,JIO,30.7380,76.7830
+91850002678,+91850008066,2025-09-14 08:21:39,99,IN,JIO-LDH-001,354809104519999,404000000278165,Airtel,30.8890,75.8210
+91990007475,+91980004860,2025-09-14 06:03:23,111,SMS,JIO-CHD-004,354809100000518,404000000587006,Airtel,30.7190,76.7620
+91980005802,+91990005106,2025-09-14 08:50:58,279,IN,JIO-CHD-003,354809100000392,404000000444464,JIO,30.7510,76.8010
+91990005283,+91800005262,2025-09-14 09:38:10,11,IN,JIO-LDH-001,354809100000497,404000000563249,BSNL,30.8890,75.8210
+91990005106,+91800007370,2025-09-14 02:35:27,111,OUT,JIO-LDH-001,354809100000490,404000000555330,JIO,30.8890,75.8210
+91850006289,+91990009579,2025-09-14 20:52:48,82,IN,JIO-CHD-001,354809100000280,404000000317760,BSNL,30.7333,76.7794
+91700010834,+91980001895,2025-09-15 00:13:33,478,IN,JIO-CHD-004,354809104519999,404000000119785,JIO,30.7190,76.7620
+91980004311,+91980003026,2025-09-14 18:03:15,41,SMS,JIO-CHD-005,354809100000371,404000000420707,Airtel,30.7050,76.7450
+91700001883,+91980008641,2025-09-14 03:55:02,85,SMS,JIO-CHD-003,354809100000014,404000000016838,JIO,30.7510,76.8010
+91990003057,+91980001661,2025-09-14 06:08:38,36,OUT,Airtel-LDH-002,354809100000476,404000000539492,Airtel,30.9250,75.8640
+91990008369,+91850010197,2025-09-14 20:11:18,85,OUT,BSNL-HSP-001,354809100000525,404000000594925,VI,31.1050,75.7040
+91700009927,+91980010429,2025-09-14 06:13:26,60,IN,Airtel-LDH-001,354809100000091,404000000103947,Airtel,30.9120,75.8530
+91990008835,+91850001457,2025-09-14 19:06:57,621,SMS,Airtel-LDH-002,354809100000532,404000000602844,JIO,30.9250,75.8640
+91700005350,+91990003649,2025-09-14 12:20:06,26,IN,JIO-CHD-MEET,354809100000049,404000000056433,JIO,30.7380,76.7830
+91990001551,+91800000604,2025-09-14 17:41:47,1253,IN,JIO-PHR-001,354809100000455,404000000515735,Airtel,31.0150,75.3480
+91980004311,+91980007956,2025-09-14 05:58:30,106,IN,JIO-CHD-006,354809100000371,404000000420707,Airtel,30.6940,76.7270
+91990008369,+91980010429,2025-09-14 04:06:27,48,IN,Airtel-LDH-001,354809100000525,404000000594925,VI,30.9120,75.8530
+91980001895,+91980004311,2025-09-14 19:34:30,76,OUT,JIO-CHD-006,354809100000350,404000000396950,JIO,30.6940,76.7270
+91980006818,+91800004861,2025-09-14 23:42:31,26,OUT,BSNL-HSP-001,354809100000399,404000000452383,JIO,31.1050,75.7040
+91850006289,+91850003325,2025-09-14 11:56:43,65,OUT,VI-PTA-001,354809100000280,404000000317760,BSNL,30.3750,76.7820
+91850005482,+91700005168,2025-09-14 12:03:37,10,IN,Airtel-LDH-001,354809100000266,404000000301922,Airtel,30.9120,75.8530
+91700001883,+91700001883,2025-09-14 17:56:04,118,OUT,JIO-CHD-003,354809100000014,404000000016838,JIO,30.7510,76.8010
+91990003057,+91980008641,2025-09-14 22:35:31,118,IN,JIO-CHD-MEET,354809100000476,404000000539492,Airtel,30.7380,76.7830
+91850004460,+91800005262,2025-09-14 05:37:32,103,OUT,JIO-CHD-005,354809100000259,404000000294003,JIO,30.7050,76.7450
+91700003938,+91700007836,2025-09-15 01:08:51,49,IN,JIO-CHD-MEET,354809104519999,404000000040595,JIO,30.7380,76.7830
+91850009504,+91700003130,2025-09-14 18:32:28,117,SMS,JIO-LDH-001,354809100000308,404000000349436,VI,30.8890,75.8210
+91700003938,+91990005106,2025-09-14 15:02:16,22,OUT,JIO-CHD-002,354809104519999,404000000040595,JIO,30.7420,76.7880
+91980010398,+91700006802,2025-09-14 13:43:54,65,IN,JIO-CHD-002,354809100000434,404000000491978,BSNL,30.7420,76.7880
+91700006750,+91700006750,2025-09-14 05:12:40,498,OUT,JIO-PTK-001,354809100000056,404000000064352,BSNL,31.3260,75.5760
+91800009044,+91980004860,2025-09-14 15:53:27,409,IN,VI-PTA-001,354809100000196,404000000222732,JIO,30.3750,76.7820
+91980007176,+91800005262,2025-09-14 14:43:16,50,SMS,VI-PTA-001,354809100000406,404000000460302,JIO,30.3750,76.7820
+91850008066,+91700009927,2025-09-14 19:03:50,89,OUT,JIO-LDH-001,354809100000294,404000000333598,BSNL,30.8890,75.8210
+91800004861,+91800010977,2025-09-14 04:44:26,45,OUT,Airtel-AMB-001,354809100000154,404000000175218,BSNL,30.5200,76.6600
+91800007370,+91990008369,2025-09-14 08:40:31,434,OUT,JIO-CHD-MEET,354809100000182,404000000206894,JIO,30.7380,76.7830
+91980003026,+91850001457,2025-09-14 12:18:06,106,IN,JIO-CHD-003,354809100000364,404000000412788,Airtel,30.7510,76.8010
+91800000604,+91800010977,2025-09-14 10:23:14,96,OUT,JIO-CHD-006,354809100000112,404000000127704,VI,30.6940,76.7270
+91980005647,+91800010977,2025-09-14 13:41:39,49,OUT,JIO-CHD-003,354809100000385,404000000436545,Airtel,30.7510,76.8010
+91850002311,+91850003325,2025-09-14 19:09:18,324,IN,JIO-PHR-001,354809100000238,404000000270246,Airtel,31.0150,75.3480
+91800010849,+91800007370,2025-09-14 03:38:03,75,SMS,BSNL-JAL-001,354809100000210,404000000238570,VI,30.9530,75.5730
+91990008369,+91800002599,2025-09-14 07:37:22,95,OUT,BSNL-JAL-001,354809100000525,404000000594925,VI,30.9530,75.5730
+91980000676,+91990010724,2025-09-15 01:10:06,122,OUT,JIO-CHD-004,354809100000336,404000000381112,JIO,30.7190,76.7620
+91850010197,+91990007475,2025-09-14 11:08:13,5,OUT,Airtel-AMB-001,354809100000322,404000000365274,BSNL,30.5200,76.6600
+91850001457,+91850009504,2025-09-14 19:54:07,1092,OUT,BSNL-HSP-001,354809100000231,404000000262327,JIO,31.1050,75.7040
+91980003026,+91700003938,2025-09-14 02:23:03,2035,OUT,JIO-CHD-005,354809100000364,404000000412788,Airtel,30.7050,76.7450
+91700003130,+91850001457,2025-09-14 12:01:23,1774,IN,JIO-CHD-002,354809100000028,404000000032676,VI,30.7420,76.7880
+91700001883,+91850006068,2025-09-14 23:28:53,1073,IN,BSNL-JAL-001,354809100000014,404000000016838,JIO,30.9530,75.5730
+91700008195,+91980005802,2025-09-14 03:59:07,108,IN,JIO-PTK-001,354809100000077,404000000088109,BSNL,31.3260,75.5760
+91800004739,+91700000306,2025-09-14 06:17:44,7,IN,Airtel-LDH-002,354809100000147,404000000167299,JIO,30.9250,75.8640
+91700003938,+91800003986,2025-09-14 10:56:54,465,OUT,VI-PTA-001,354809104519999,404000000040595,JIO,30.3750,76.7820
+91990010688,+91990006728,2025-09-14 08:22:06,694,IN,JIO-CHD-006,354809100000546,404000000618682,JIO,30.6940,76.7270
+91990010688,+91700009927,2025-09-14 14:32:55,53,IN,JIO-CHD-004,354809100000546,404000000618682,JIO,30.7190,76.7620
+91850001457,+91850004460,2025-09-14 06:25:43,43,OUT,JIO-CHD-005,354809100000231,404000000262327,JIO,30.7050,76.7450
+91850009504,+91800002599,2025-09-14 05:36:25,107,IN,JIO-PTK-001,354809100000308,404000000349436,VI,31.3260,75.5760
+91990010724,+91800007370,2025-09-15 00:27:41,36,IN,JIO-CHD-006,354809100000553,404000000626601,Airtel,30.6940,76.7270
+91800004739,+91700005350,2025-09-15 00:59:12,88,IN,JIO-LDH-001,354809100000147,404000000167299,JIO,30.8890,75.8210
+91850009504,+91800003986,2025-09-15 00:37:52,64,IN,JIO-PHR-001,354809100000308,404000000349436,VI,31.0150,75.3480
+91980004311,+91980010429,2025-09-14 16:07:25,44,OUT,Airtel-AMB-001,354809100000371,404000000420707,Airtel,30.5200,76.6600
+91990005106,+91990003649,2025-09-14 09:19:45,20,OUT,BSNL-JAL-001,354809100000490,404000000555330,JIO,30.9530,75.5730
+91980010398,+91990003043,2025-09-14 17:19:06,10,OUT,JIO-LDH-001,354809100000434,404000000491978,BSNL,30.8890,75.8210
+91850000697,+91700003938,2025-09-14 14:46:48,76,IN,JIO-PHR-001,354809100000224,404000000254408,JIO,31.0150,75.3480
+91850002311,+91700006750,2025-09-14 14:43:01,396,OUT,JIO-CHD-004,354809100000238,404000000270246,Airtel,30.7190,76.7620
+91980001895,+91850009946,2025-09-14 15:56:55,13,IN,JIO-CHD-006,354809100000350,404000000396950,JIO,30.6940,76.7270
+91800000604,+91700003099,2025-09-14 07:04:11,16,IN,JIO-PTK-001,354809100000112,404000000127704,VI,31.3260,75.5760
+91700001246,+91850000697,2025-09-14 02:22:08,20,IN,Airtel-AMB-001,354809100000007,404000000008919,VI,30.5200,76.6600
+91800010977,+91700003938,2025-09-14 04:11:20,297,IN,JIO-CHD-001,354809100000217,404000000246489,Airtel,30.7333,76.7794
+91850010197,+91990009579,2025-09-14 16:36:53,104,OUT,JIO-LDH-001,354809100000322,404000000365274,BSNL,30.8890,75.8210
+91980007176,+91990010688,2025-09-14 17:50:22,68,OUT,JIO-CHD-MEET,354809100000406,404000000460302,JIO,30.7380,76.7830
+91800010849,+91700003938,2025-09-14 20:58:25,55,SMS,JIO-CHD-004,354809104512345,404000000238570,VI,30.7190,76.7620
+91850002678,+91850004460,2025-09-14 14:19:55,41,SMS,VI-PTA-001,354809100000245,404000000278165,Airtel,30.3750,76.7820
+91800006689,+91700010526,2025-09-15 00:55:11,111,SMS,JIO-LDH-001,354809100000168,404000000191056,JIO,30.8890,75.8210
+91990003649,+91990003043,2025-09-14 03:11:16,21,OUT,JIO-PHR-001,354809100000483,404000000547411,JIO,31.0150,75.3480
+91700010526,+91700003938,2025-09-14 21:58:32,403,OUT,Airtel-LDH-001,354809100000098,404000000111866,JIO,30.9120,75.8530
+91700003099,+91700000306,2025-09-14 10:41:16,71,OUT,BSNL-HSP-001,354809100000021,404000000024757,JIO,31.1050,75.7040
+91700005168,+91990003057,2025-09-14 18:14:27,203,IN,JIO-PHR-001,354809100000042,404000000048514,JIO,31.0150,75.3480
+91700009927,+91990003043,2025-09-14 08:44:47,12,OUT,JIO-CHD-001,354809100000091,404000000103947,Airtel,30.7333,76.7794
+91700010834,+91990010688,2025-09-14 22:19:11,75,OUT,Airtel-AMB-001,354809104519999,404000000119785,JIO,30.5200,76.6600
+91990005283,+91700005168,2025-09-14 17:14:07,71,OUT,BSNL-HSP-001,354809100000497,404000000563249,BSNL,31.1050,75.7040
+91850009504,+91990005106,2025-09-14 17:04:56,77,OUT,BSNL-JAL-001,354809100000308,404000000349436,VI,30.9530,75.5730
+91980005802,+91850006926,2025-09-15 01:23:25,761,IN,BSNL-HSP-001,354809100000392,404000000444464,JIO,31.1050,75.7040
+91850006068,+91980007176,2025-09-14 16:03:08,501,SMS,JIO-PHR-001,354809100000273,404000000309841,JIO,31.0150,75.3480
+91980010398,+91990001551,2025-09-14 16:33:54,110,OUT,JIO-CHD-MEET,354809100000434,404000000491978,BSNL,30.7380,76.7830
+91980006818,+91700003099,2025-09-14 05:41:38,8,OUT,JIO-CHD-002,354809100000399,404000000452383,JIO,30.7420,76.7880
+91850002678,+91700008195,2025-09-14 16:01:37,61,OUT,Airtel-AMB-001,354809100000245,404000000278165,Airtel,30.5200,76.6600
+91700006750,+91990001551,2025-09-14 12:58:21,71,OUT,JIO-CHD-001,354809100000056,404000000064352,BSNL,30.7333,76.7794
+91980001895,+91700001246,2025-09-14 06:32:34,53,SMS,JIO-CHD-MEET,354809100000350,404000000396950,JIO,30.7380,76.7830
+91980005647,+91850003325,2025-09-14 10:45:39,108,IN,JIO-CHD-004,354809100000385,404000000436545,Airtel,30.7190,76.7620
+91980002950,+91990003649,2025-09-14 04:42:14,55,IN,Airtel-LDH-002,354809100000357,404000000404869,Airtel,30.9250,75.8640
+91700003130,+91990003043,2025-09-14 07:45:02,46,OUT,JIO-CHD-MEET,354809100000028,404000000032676,VI,30.7380,76.7830
+91700003130,+91700005350,2025-09-14 10:29:55,77,IN,JIO-CHD-005,354809100000028,404000000032676,VI,30.7050,76.7450
+91700006750,+91700003099,2025-09-14 22:36:32,25,IN,BSNL-JAL-001,354809100000056,404000000064352,BSNL,30.9530,75.5730
+91850000697,+91850005482,2025-09-14 12:47:37,49,OUT,Airtel-LDH-001,354809100000224,404000000254408,JIO,30.9120,75.8530
+91980010429,+91980010398,2025-09-14 09:55:10,100,OUT,JIO-CHD-002,354809100000441,404000000499897,JIO,30.7420,76.7880
+91700005350,+91980004311,2025-09-14 08:58:26,33,IN,BSNL-HSP-001,354809100000049,404000000056433,JIO,31.1050,75.7040
+91800010849,+91700001883,2025-09-14 11:01:19,876,IN,JIO-CHD-003,354809104512345,404000000238570,VI,30.7510,76.8010
+91800010849,+91800006689,2025-09-14 08:17:37,107,OUT,JIO-CHD-006,354809104512345,404000000238570,VI,30.6940,76.7270
+91990003649,+91700000306,2025-09-14 12:29:19,95,IN,Airtel-LDH-002,354809100000483,404000000547411,JIO,30.9250,75.8640
+91700003938,+91700005350,2025-09-14 12:52:44,105,SMS,BSNL-JAL-001,354809104519999,404000000040595,JIO,30.9530,75.5730
+91850000697,+91850004460,2025-09-14 20:09:47,1777,OUT,Airtel-AMB-001,354809100000224,404000000254408,JIO,30.5200,76.6600
+91850001457,+91990008369,2025-09-14 18:47:11,32,OUT,JIO-PHR-001,354809100000231,404000000262327,JIO,31.0150,75.3480
+91980005802,+91850002678,2025-09-14 16:10:42,106,SMS,Airtel-AMB-001,354809100000392,404000000444464,JIO,30.5200,76.6600
+91990009579,+91700010526,2025-09-14 03:08:26,59,OUT,JIO-CHD-003,354809100000539,404000000610763,Airtel,30.7510,76.8010
+91980001661,+91980000676,2025-09-14 10:35:00,100,OUT,JIO-CHD-MEET,354809100000343,404000000389031,JIO,30.7380,76.7830
+91980006818,+91980007956,2025-09-14 12:08:23,473,OUT,BSNL-HSP-001,354809100000399,404000000452383,JIO,31.1050,75.7040
+91850002678,+91700005350,2025-09-15 01:36:32,93,IN,Airtel-LDH-002,354809100000245,404000000278165,Airtel,30.9250,75.8640
+91990000801,+91980010429,2025-09-14 18:16:51,124,IN,Airtel-LDH-001,354809100000448,404000000507816,JIO,30.9120,75.8530
+91800004861,+91980007176,2025-09-14 23:41:10,105,OUT,Airtel-AMB-001,354809100000154,404000000175218,BSNL,30.5200,76.6600
+91700007836,+91850011508,2025-09-14 07:22:13,3,OUT,JIO-CHD-MEET,354809100000070,404000000080190,JIO,30.7380,76.7830
+91980004311,+91800004739,2025-09-14 20:45:57,57,IN,JIO-CHD-005,354809100000371,404000000420707,Airtel,30.7050,76.7450
+91800006894,+91700009927,2025-09-14 11:07:58,98,OUT,Airtel-AMB-001,354809100000175,404000000198975,JIO,30.5200,76.6600
+91700003130,+91700003938,2025-09-14 12:03:55,439,IN,Airtel-AMB-001,354809100000028,404000000032676,VI,30.5200,76.6600
+91700001883,+91990005690,2025-09-15 00:17:21,29,IN,BSNL-HSP-001,354809100000014,404000000016838,JIO,31.1050,75.7040
+91850011508,+91990003057,2025-09-14 05:10:17,16,SMS,JIO-CHD-002,354809100000329,404000000373193,Airtel,30.7420,76.7880
+91980002950,+91700008195,2025-09-14 23:13:17,54,OUT,JIO-CHD-001,354809100000357,404000000404869,Airtel,30.7333,76.7794
+91980010429,+91980005647,2025-09-14 16:10:58,32,OUT,VI-PTA-001,354809100000441,404000000499897,JIO,30.3750,76.7820
+91800003431,+91990007475,2025-09-14 02:30:21,504,OUT,VI-PTA-001,354809100000133,404000000151461,JIO,30.3750,76.7820
+91850001457,+91980005802,2025-09-14 18:32:41,2,OUT,JIO-PHR-001,354809100000231,404000000262327,JIO,31.0150,75.3480
+91850006289,+91800003986,2025-09-14 11:40:17,103,OUT,JIO-LDH-001,354809100000280,404000000317760,BSNL,30.8890,75.8210
+91700005168,+91990001551,2025-09-14 23:08:25,14,IN,JIO-CHD-003,354809100000042,404000000048514,JIO,30.7510,76.8010
+91850000697,+91990005283,2025-09-14 05:50:33,99,SMS,JIO-PHR-001,354809100000224,404000000254408,JIO,31.0150,75.3480
+91800010977,+91850006289,2025-09-14 11:04:48,24,OUT,BSNL-HSP-001,354809100000217,404000000246489,Airtel,31.1050,75.7040
+91700005350,+91990010724,2025-09-14 14:34:43,4,IN,JIO-PHR-001,354809100000049,404000000056433,JIO,31.0150,75.3480
+91980003026,+91850010197,2025-09-14 08:39:04,108,SMS,JIO-PTK-001,354809100000364,404000000412788,Airtel,31.3260,75.5760
+91980006818,+91800005262,2025-09-14 10:44:19,50,OUT,JIO-CHD-MEET,354809100000399,404000000452383,JIO,30.7380,76.7830
+91700005350,+91700003938,2025-09-14 10:59:19,87,OUT,JIO-PHR-001,354809100000049,404000000056433,JIO,31.0150,75.3480
+91990003057,+91850008066,2025-09-14 21:08:02,15,IN,BSNL-HSP-001,354809100000476,404000000539492,Airtel,31.1050,75.7040
+91980007956,+91800002599,2025-09-14 16:34:51,545,IN,JIO-CHD-006,354809100000413,404000000468221,JIO,30.6940,76.7270
+91990003057,+91850009504,2025-09-14 12:41:32,0,OUT,JIO-CHD-005,354809100000476,404000000539492,Airtel,30.7050,76.7450
+91800000604,+91850004460,2025-09-15 01:16:01,109,IN,BSNL-HSP-001,354809100000112,404000000127704,VI,31.1050,75.7040
+91800010977,+91800003986,2025-09-14 20:40:38,3,IN,JIO-LDH-001,354809100000217,404000000246489,Airtel,30.8890,75.8210
+91850008066,+91980007176,2025-09-14 03:25:30,1,IN,JIO-CHD-001,354809100000294,404000000333598,BSNL,30.7333,76.7794
+91700009927,+91800004739,2025-09-14 19:30:45,94,OUT,Airtel-LDH-001,354809100000091,404000000103947,Airtel,30.9120,75.8530
